id,label,prediction,probability,input_text
1,0,1,0.5856435298919678,unflinchingly bleak and desperate 
6,0,1,0.5847350358963013,a sometimes tedious film . 
9,0,1,0.559466540813446,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . "
11,0,1,0.5478553771972656,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . "
12,0,1,0.5297877788543701,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... 
19,0,1,0.5110496878623962,"in its best moments , resembles a bad high school production of grease , without benefit of song . "
20,0,1,0.551730215549469,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . "
22,0,1,0.5407300591468811,holden caulfield did it better . 
26,0,1,0.5859265923500061,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . "
31,0,1,0.5376642346382141,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . "
33,0,1,0.5807281136512756,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . "
35,0,1,0.6120721697807312,a sequence of ridiculous shoot - 'em - up scenes . 
37,0,1,0.6275816559791565,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . "
44,0,1,0.5015741586685181,"the title not only describes its main characters , but the lazy people behind the camera as well . "
45,0,1,0.5542452931404114,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . 
46,0,1,0.6333717703819275,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . 
49,0,1,0.500887930393219,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . 
54,0,1,0.5458570718765259,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises 
56,0,1,0.5085116028785706,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . 
58,0,1,0.5915230512619019,manages to be both repulsively sadistic and mundane . 
64,0,1,0.5572013258934021,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . "
70,0,1,0.5796294808387756,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . "
76,0,1,0.5121349692344666,the movie fails to live up to the sum of its parts . 
86,0,1,0.5174084305763245,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . "
90,1,0,0.5275447368621826,"it 's a scattershot affair , but when it hits its mark it 's brilliant . "
92,0,1,0.6259994506835938,"you wo n't like roger , but you will quickly recognize him . "
95,0,1,0.6005905270576477,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . 
96,0,1,0.5702186226844788,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . "
101,0,1,0.6180089712142944,"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . "
110,0,1,0.6719489097595215,"scores no points for originality , wit , or intelligence . "
115,0,1,0.6100417375564575,sam mendes has become valedictorian at the school for soft landings and easy ways out . 
118,0,1,0.5681390166282654,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
119,0,1,0.5563399195671082,comes ... uncomfortably close to coasting in the treads of the bicycle thief . 
124,1,0,0.5581294298171997,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . "
126,0,1,0.5534118413925171,confirms the nagging suspicion that ethan hawke would be even worse behind the camera than he is in front of it . 
127,0,1,0.5121539235115051,"in the end , we are left with something like two ships passing in the night rather than any insights into gay love , chinese society or the price one pays for being dishonest . "
130,0,1,0.6342899799346924,suffers from the lack of a compelling or comprehensible narrative . 
131,0,1,0.5342846512794495,"in execution , this clever idea is far less funny than the original , killers from space . "
133,0,1,0.5977968573570251,"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . "
