id,label,prediction,probability,input_text
13,1,0,0.6394505500793457,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . "
22,0,1,0.7356526851654053,holden caulfield did it better . 
33,0,1,0.5315241813659668,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . "
45,0,1,0.6602010130882263,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . 
46,0,1,0.761319637298584,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . 
50,0,1,0.8675706386566162,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . "
62,1,0,0.6609652042388916,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . 
69,0,1,0.794565737247467,"this one is definitely one to skip , even for horror movie fanatics . "
70,0,1,0.7954594492912292,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . "
83,1,0,0.9281468391418457,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . "
87,1,0,0.5416354537010193,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters 
92,0,1,0.6698166131973267,"you wo n't like roger , but you will quickly recognize him . "
93,1,0,0.6910287737846375,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . 
95,0,1,0.9472682476043701,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . 
106,1,0,0.5162777304649353,the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . 
107,0,1,0.8215175271034241,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . 
112,1,0,0.9889717698097229,hilariously inept and ridiculous . 
115,0,1,0.9084244966506958,sam mendes has become valedictorian at the school for soft landings and easy ways out . 
118,0,1,0.6294475793838501,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
121,0,1,0.8145552277565002,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so 
122,1,0,0.568970263004303,old-form moviemaking at its best . 
123,1,0,0.8316970467567444,turns potentially forgettable formula into something strangely diverting . 
