id,label,prediction,probability,input_text
0,1,0,0.5789946913719177,"Dana Reeve, the widow of the actor Christopher Reeve, has died of lung cancer at age 44, according to the Christopher Reeve Foundation. | Christopher Reeve had an accident."
1,0,1,0.636211633682251,"Yet, we now are discovering that antibiotics are losing their effectiveness against illness. Disease-causing bacteria are mutating faster than we can come up with new antibiotics to fight the new variations. | Bacteria is winning the war against antibiotics."
4,0,1,0.546824038028717,"Security forces were on high alert after an election campaign in which more than 1,000 people, including seven election candidates, have been killed. | Security forces were on high alert after a campaign marred by violence."
6,0,1,0.5379640460014343,"singer and actress Britney Spears, 24, has filled papers in Los Angeles County Superior Court to divorce her husband Kevin Federline, 28. A spokeswoman for the court, Kathy Roberts stated that the papers cited irreconcilable differences"" as the reason for the divorce and have, according to the courts, been legally separated as of Monday, November 6, the same day that Spears appeared on Late Night with David Letterman. | Spears is to divorce from Kevin Federline."
7,0,1,0.5541858673095703,"Following the successful bid to bring the 2010 Ryder Cup to Wales, the Wales Tourist Board has wasted little time in commissioning work to ensure that the benefits accruing from the event are felt throughout the country. | Wales to host 2010 Ryder Cup."
8,0,1,0.5019592046737671,Steve Jobs was attacked by Sculley and other Apple executives for not delivering enough hot new products and resigned from the company a few weeks later. | Steve Jobs worked for Apple.
11,1,0,0.539547324180603,"In a bowl, whisk together the eggs and sugar until completely blended and frothy. | In a bowl, whisk together the egg, sugar and vanilla until light in color."
13,0,1,0.5295830965042114,"A jury is slated to decide for the first time whether Jack Kevorkian, famed as ""Dr. Death,"" has violated Michigan's assisted-suicide ban, while the state continues to grapple with the issue of what to allow when the ill want to end their pain by ending their lives. | Jack Kevorkian is the real name of ""Dr. Death""."
14,0,1,0.575525164604187,"Take consumer products giant Procter and Gamble. Even with a $1.8 billion Research and Development budget, it still manages 500 active partnerships each year, many of them with small companies. | Procter and Gamble spends $1.8 billion for Research and Development."
17,0,1,0.5580398440361023,"Charles de Gaulle died in 1970 at the age of eighty. He was thus fifty years old when, as an unknown officer recently promoted to the (temporary) rank of brigadier general, he made his famous broadcast from London rejecting the capitulation of France to the Nazis after the debacle of May-June 1940. | Charles de Gaulle died in 1970."
18,0,1,0.6150801181793213,Teenage sensation Wayne Rooney powered England into the quarter-finals of Euro 2004 with two goals in Monday's 4-2 defeat of Croatia and they were joined in the last eight by champions France who beat Switzerland 3-1. | France participates in Euro 2004.
19,1,0,0.5038841366767883,"Fujimori charged that on January 26, 1995, Ecuador fired the first shot, an allegation denied by Ecuador's leader, Sixto Duran-Ballen. Predictably, each side blamed the other for starting the 1995 conflict, just as each pointed the finger of guilt to the other for provoking the border war of 1941, when Peru took most of the 120,000 square miles in contention between the two countries. | President Fujimori was re-elected in 1995."
22,0,1,0.5110447406768799,"CAMDEN, N.J. (Reuters) — Three Muslim brothers from Albania were sentenced to life in prison on Tuesday for a plot to kill American soldiers at the Fort Dix military base, which prosecutors said was inspired by the idea of holy war against the United States. The men, Dritan Duka, 30, Shain Duka, 28, and Eljvir Duka, 25, all illegal immigrants, were each sentenced to life without the possibility of parole. The three, who operated a roofing business in Cherry Hill, N.J., were among five foreign-born Muslims convicted in December of planning an attack at the base, about 40 miles east of Philadelphia. The attack was never carried out. | Eljvir Duka comes from Albania."
29,1,0,0.5041614770889282,"According to Becky Gibbons of New York State Police and Chris Collins County Executive in Erie County, New York, the total number of fatalities is 50, including 45 passengers, four crew members and a person on the ground, while a woman and daughter on the ground were injured, near the edge of farmland, about seven miles from Buffalo Niagara International Airport. | A daily commuter flight crashed in Buffalo."
30,1,0,0.5186470150947571,"A smaller proportion of Yugoslavia's Italians were settled in Slovenia (at the 1991 national census, some 3000 inhabitants of Slovenia declared themselves as ethnic Italians). | Slovenia has 3,000 inhabitants."
31,0,1,0.5530573725700378,"Eric Harris and Dylan Klebold, seniors at the suburban Denver school, detonated homemade bombs and opened fire with shotguns, a rifle and a semiautomatic handgun on April 20, 1999. They killed a teacher and 12 students and wounded 23 others before committing suicide. The massacre shocked the country like no other. It was the worst school assault in American history at that time, and it came in the wake of a half-dozen others. It played out on live television, watched by millions. And it represented the violent destruction of a cherished American idea: that schools in the suburbs and the countryside were havens of peace and safety. | 13 persons were killed by two students in 1999."
34,0,1,0.51689612865448,The Longest Day ever lengthens. The 25th anniversary celebration of the first Normandy landing lasted three days; the 50th will spread out over a year. | 50th Anniversary of Normandy Landings lasts a year.
35,1,0,0.591245174407959,The Qin (from which the name China is derived) established the approximate boundaries and basic administrative system that all subsequent dynasties were to follow. | Qin Shi Huang was the first Chinese Emperor.
39,1,0,0.5767068862915039,"Hodler claimed there were also irregularities in the campaigns organized by Atlanta for the 1996 Summer Games, Sydney for the Summer Olympics in 2000 and Salt Lake City for the 2002 Winter Games. | Before Salt Lake City, Winter Olympic Games took place in Nagano."
40,0,1,0.5941506028175354,"A compound in breast milk has been found to destroy many skin warts, raising hopes it also might prove effective against cervical cancer and other lethal diseases caused by the same virus. | Breast milk may help fight cervical cancer."
45,1,0,0.5863068699836731,"Weber worked for WABC for 12 years, appearing on such shows as Curtis and Kuby, giving news updates for listeners at the top and bottom of every hour. After he was laid off by the station last year due to a change in programing, he was working as a freelance reporter for ABC News Radio, a national network. In his career before WABC, he worked for KTLK and KMPC, located in Los Angeles, California and KGO in San Fransisco, California. | KTLK is located in San Francisco."
46,0,1,0.5380791425704956,"Russian cosmonaut Valery Polyakov set the record for the longest continuous amount of time spent in space, a staggering 438 days, between 1994 and 1995. | Russians hold record for longest stay in space."
47,1,0,0.576154351234436,The harvest of sea-weeds is not allowed in the Puget Sound because of marine vegetation's vital role in providing habitat to important species. | Marine vegetation is  harvested.
50,1,0,0.6012864708900452,"He also referred to the ""illegal"" arrest on 31 May of Mexican Professor Maria Eugenia Ochoa Garcia, whom the Salvadoran government accused of having connections with the Salvadoran guerrillas. | Professor Ochoa Garcia is a member of the Salvadoran government."
52,1,0,0.5431063771247864,"FMLN reports to our people, and to the people of the world, that the massacre against the Salvadoran Workers National Union Federation [Fenastras] was carried out by Colonel Elena Fuente, as the head of the morbid death squad of the army's 1st Infantry Brigade, in response to our military attack on the army staff. | Fenastras was attacked by FMLN."
