id,label,prediction,probability,input_text
20,0,1,0.7705123424530029,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . "
22,0,1,0.8975957036018372,holden caulfield did it better . 
46,0,1,0.9603036642074585,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . 
50,0,1,0.605861485004425,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . "
58,0,1,0.8577771782875061,manages to be both repulsively sadistic and mundane . 
69,0,1,0.6254079341888428,"this one is definitely one to skip , even for horror movie fanatics . "
83,1,0,0.8154777884483337,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . "
87,1,0,0.9065372347831726,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters 
92,0,1,0.8596042394638062,"you wo n't like roger , but you will quickly recognize him . "
93,1,0,0.9895884990692139,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . 
95,0,1,0.9957627654075623,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . 
112,1,0,0.9929378628730774,hilariously inept and ridiculous . 
115,0,1,0.7846078872680664,sam mendes has become valedictorian at the school for soft landings and easy ways out . 
118,0,1,0.9455916285514832,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
121,0,1,0.5217751264572144,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so 
142,1,0,0.9422022104263306,what better message than ` love thyself ' could young women of any size receive ? 
172,1,0,0.8427151441574097,it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . 
183,0,1,0.995566189289093,"the lower your expectations , the more you 'll enjoy it . "
192,1,0,0.6870664954185486,"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . "
205,1,0,0.9074229598045349,falls neatly into the category of good stupid fun . 
218,0,1,0.9924558401107788,"all that 's missing is the spontaneity , originality and delight . "
230,1,0,0.9369044899940491,reign of fire looks as if it was made without much thought -- and is best watched that way . 
