id,label,prediction,probability,input_text
13,1,0,0.684644341468811,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . "
22,0,1,0.9892151951789856,holden caulfield did it better . 
69,0,1,0.9503824710845947,"this one is definitely one to skip , even for horror movie fanatics . "
92,0,1,0.9976426959037781,"you wo n't like roger , but you will quickly recognize him . "
93,1,0,0.908019483089447,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . 
95,0,1,0.9986065030097961,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . 
112,1,0,0.7464689612388611,hilariously inept and ridiculous . 
115,0,1,0.9504022002220154,sam mendes has become valedictorian at the school for soft landings and easy ways out . 
118,0,1,0.9963688850402832,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
121,0,1,0.9348822832107544,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so 
124,1,0,0.8104480504989624,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . "
142,1,0,0.9278963804244995,what better message than ` love thyself ' could young women of any size receive ? 
143,1,0,0.805722713470459,a solid film ... but more conscientious than it is truly stirring . 
147,0,1,0.5500192642211914,the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second . 
171,0,1,0.9256628155708313,rarely has leukemia looked so shimmering and benign . 
172,1,0,0.5657258033752441,it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . 
183,0,1,0.999315619468689,"the lower your expectations , the more you 'll enjoy it . "
200,1,0,0.5899844765663147,"the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . "
230,1,0,0.9981881976127625,reign of fire looks as if it was made without much thought -- and is best watched that way . 
248,1,0,0.9882377982139587,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . "
253,0,1,0.5084335803985596,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . "
266,1,0,0.9044411182403564,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . "
271,1,0,0.9953567385673523,as unseemly as its title suggests . 
273,1,0,0.9732993245124817,"minority report is exactly what the title indicates , a report . "
274,0,1,0.6389815807342529,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . "
282,1,0,0.9985167384147644,"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer "
312,0,1,0.9763803482055664,i 'll bet the video game is a lot more fun than the film . 
324,1,0,0.784559428691864,"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . "
358,1,0,0.9775543808937073,( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . 
399,0,1,0.991765558719635,"if director michael dowse only superficially understands his characters , he does n't hold them in contempt . "
411,0,1,0.9721116423606873,"i do n't mind having my heartstrings pulled , but do n't treat me like a fool . "
446,0,1,0.9545043706893921,"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . "
447,1,0,0.9252476692199707,"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . "
464,1,0,0.8489384055137634,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . 
494,0,1,0.9346723556518555,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . "
501,1,0,0.9987571239471436,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . "
509,1,0,0.8351246118545532,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . 
519,0,1,0.9991071820259094,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . 
527,0,1,0.9637870788574219,it has all the excitement of eating oatmeal . 
544,0,1,0.9996166229248047,"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . "
546,1,0,0.9914112091064453,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . "
561,1,0,0.8927530646324158,"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . "
579,0,1,0.8992888927459717,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . "
580,0,1,0.9737042188644409,"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . "
604,0,1,0.9708318114280701,vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . 
612,0,1,0.6683053970336914,davis ... is so enamored of her own creation that she ca n't see how insufferable the character is . 
626,1,0,0.9444668292999268,this flick is about as cool and crowd-pleasing as a documentary can get . 
643,1,0,0.8437432050704956,"the jabs it employs are short , carefully placed and dead-center . "
645,0,1,0.9495692849159241,"the words , ` frankly , my dear , i do n't give a damn , ' have never been more appropriate . "
646,0,1,0.9979307651519775,"the longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes . "
656,1,0,0.9963722229003906,"so much facile technique , such cute ideas , so little movie . "
659,0,1,0.7312114834785461,chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama . 
670,0,1,0.5187076330184937,verbinski implements every hack-artist trick to give us the ooky-spookies . 
673,1,0,0.9858150482177734,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why . "
685,1,0,0.9934729933738708,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes . 
695,0,1,0.9799023866653442,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . "
699,1,0,0.9902005791664124,"... routine , harmless diversion and little else . "
707,0,1,0.8937575221061707,no telegraphing is too obvious or simplistic for this movie . 
724,0,1,0.9945006370544434,it 's everything you do n't go to the movies for . 
736,0,1,0.9722694754600525,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . 
741,1,0,0.9115834832191467,but it still jingles in the pocket . 
749,1,0,0.6179525256156921,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . 
764,0,1,0.9947273135185242,"movie fans , get ready to take off ... the other direction . "
770,0,1,0.8355780839920044,i do n't think i laughed out loud once . 
771,0,1,0.995840311050415,"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . "
791,0,1,0.9991057515144348,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . "
829,0,1,0.9828130602836609,teen movies have really hit the skids . 
832,0,1,0.9039151072502136,manages to show life in all of its banality when the intention is quite the opposite . 
846,0,1,0.9764494895935059,"an absurdist comedy about alienation , separation and loss . "
862,0,1,0.9255334138870239,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . "
