id,label,prediction,probability,input_text
6,0,1,0.982465386390686,"While dioxin levels in the environment were up last year , they have dropped by 75 percent since the 1970s , said Caswell . | The Institute said dioxin levels in the environment have fallen by as much as 76 percent since the 1970s ."
22,0,1,0.6467311978340149,"The driver , Eugene Rogers , helped to remove children from the bus , Wood said . | At the accident scene , the driver was "" covered in blood "" but helped to remove children , Wood said ."
30,0,1,0.5839441418647766,"With these assets , Funny Cide has a solid chance to become the first Triple Crown winner since Affirmed in 1978 . | Funny Cide is looking to become horse racing 's first Triple Crown winner in a generation ."
35,0,1,0.9878599047660828,"Bush wanted "" to see an aircraft landing the same way that the pilots saw an aircraft landing , "" White House press secretary Ari Fleischer said yesterday . | On Tuesday , before Byrd 's speech , Fleischer said Bush wanted ' ' to see an aircraft landing the same way that the pilots saw an aircraft landing ."
44,0,1,0.8677367568016052,"After losing as much as 84.56 earlier , the Dow Jones industrial average closed up 22.81 , or 0.2 percent , at 9,340.45 . | In midday trading , the Dow Jones industrial average lost 68.84 , or 0.7 percent , to 9,248.80 ."
56,1,0,0.657640278339386,"In the 2002 study , the margin of error ranged from 1.8 to 4.4 percentage points . | It has a margin of error of plus or minus three to four percentage points ."
76,0,1,0.9432968497276306,"McCabe said he was considered a witness , not a suspect . | "" He is not considered a suspect , "" McCabe said ."
90,0,1,0.977061927318573,"However , Lapidus expects foreign brands ' sales to be up 4 percent , driven by strong truck sales at Honda Motor Co . | Lapidus expects Ford to be down 5 percent , Chrysler down 10 percent and foreign brands up 4 percent driven by strong truck sales at Honda ."
93,0,1,0.980162501335144,"Indonesia 's army has often been accused of human rights abuses during GAM 's battle for independence , charges it has generally denied while accusing the separatists of committing rights violations . | Indonesia 's army has been accused of human rights abuses during its earlier battles with GAM , charges it has generally denied ."
114,0,1,0.9746052026748657,"Kansas Department of Health and Environment records show there were 88 abortions performed on girls age 14 and younger last year . | Statistics from the Kansas Department of Health and Environment show that 11,844 abortions were performed in the state last year ."
139,0,1,0.9875375628471375,Sun Microsystems Inc. on Thursday said it had added 100 new third-party systems and 100 new components to its Hardware Compatibility List for the Solaris x86 operating system Platform Edition . | The vendor has added 100 new third-party systems and 100 new components to the operating system 's Hardware Compatibility List ( HCL ) .
144,0,1,0.8433946371078491,""" It is bad for Symbian , "" said Per Lindberg , analyst at Dresdner Kleinwort Wasserstein . | "" Motorola has displayed clear disloyalty "" to Symbian , said Per Lindberg , an analyst at Dresdner Kleinwort Wasserstein in London ."
145,0,1,0.9476016759872437,"Bob Richter , a spokesman for House Speaker Tom Craddick , had no comment about the ruling . | Bob Richter , spokesman for Craddick , R-Midland , said the speaker had not seen the ruling and could not comment ."
148,1,0,0.7901771068572998,"Broomhead was assigned to 2nd Squadron , 3rd Armor Cavalry Regiment , based at Fort Carson . | Broomhead , 34 , was assigned to the 2nd Squadron , 3rd Armored Cavalry Regiment ."
157,0,1,0.9675978422164917,The blasts killed two people and injured more than 150 others . | The Atlanta Olympic Games attack killed one woman and injured more than 100 other people .
171,1,0,0.893631100654602,At least 27 US troops have been killed in hostile fire since Bush 's statement . | At least 26 American troops have been killed in hostile fire since major combat was officially declared over on May 1 .
181,0,1,0.9782536029815674,"All patients developed some or all of the symptoms of E. coli food poisoning : bloody diarrhea , vomiting , abdominal cramping and nausea . | Symptoms of the E. coli infection include bloody diarrhea , nausea , vomiting and abdominal cramping ."
184,0,1,0.946826696395874,"Available July 7 , the software supports the Solaris , IBM AIX , Red Hat Linux and Windows operating systems . | The OpForce product currently works with Solaris , AIX , Red Hat Linux and Windows servers ."
197,0,1,0.9705442190170288,"The Lord Chancellor was guardian of the Great Seal , used to stamp all official documents from the sovereign . | Falconer will hold on , for now , to the Lord Chancellor 's Great Seal , used to sign off instructions from the sovereign ."
201,0,1,0.984199047088623,"The world 's largest software company said it recognized the difficulty the multiple patches posed for companies , and set out to make it easier for them to apply the updates . | The world 's largest software company said it recognized the difficulty the multiple patches posed for companies trying to apply them ."
208,1,0,0.9034131765365601,"Gilead had earnings of $ 73.1 million , or 33 cents a share , compared with $ 20.8 million , or 10 cents , in the year-ago quarter . | Quarterly profit climbed to $ 73.1 million , or 33 cents a share , from $ 20.8 million , or 10 cents , a year earlier , the company said ."
210,0,1,0.519847571849823,The poll had a margin of error of plus or minus 2 percentage points . | It had a margin of sampling error of plus or minus four percentage points and was conducted Thursday through Saturday .
233,1,0,0.802051305770874,"The player 's eyes were bloodshot and a blood-alcohol test produced a reading of 0.18 - well above Tennessee 's level of presumed intoxication of 0.10 , the report said . | He failed a field sobriety test and a blood-alcohol test produced a reading of 0.18 – well above Tennessee 's level of presumed intoxication of 0.10 , the report said ."
234,1,0,0.9802639484405518,"But Virgin wants to operate Concorde on routes to New York , Barbados and Dubai . | Branson said that his preference would be to operate a fully commercial service on routes to New York , Barbados and Dubai ."
236,1,0,0.567794919013977,"The announcement , which economists said was not a surprise , may be bittersweet for the millions of Americans without jobs . | Economists said the announcement was not a surprise , and politicians said it offered little comfort to the millions of Americans without jobs ."
247,0,1,0.981884777545929,"But late Thursday night , the campaign issued a statement saying there would be no news conference and no big announcement . | But late yesterday , the campaign and the state Democratic Party said there would be no news conference ."
251,0,1,0.7388316988945007,""" We think that the United States of America should support the free speech of all groups , "" Mr. White said , objecting to Mr. Olson 's recommendation . | We think that the United States of America should support the free speech of all groups , he said ."
252,1,0,0.820785403251648,"Terri Schiavo , 39 , underwent the procedure at the Tampa Bay area hospice where she has been living for several years , said her father , Bob Schindler . | The tube was removed Wednesday from Terri Schiavo , 39 , at the Tampa Bay-area hospice where she has lived for several years ."
253,0,1,0.9594908952713013,"After 18 months , Nissen found that Lipitor stopped plaque buildup in the patients ' arteries . | After 18 months , the atorvastatin patients had no change in the plaque in their arteries ."
261,0,1,0.9715742468833923,They will help draft a plan to attack obesity that Kraft will implement over three to four years . | The team will help draft a plan by the end of the year to attack obesity .
264,0,1,0.9337378144264221,"Corixa shares rose 54 cents to $ 7.74 yesterday on the Nasdaq Stock Market . | Shares of Corixa rose 54 cents , or about 8 percent , to close at $ 7.74 ."
266,1,0,0.8632901906967163,"O 'Brien was charged with leaving the scene of a fatal accident , a felony . | Bishop Thomas O 'Brien , 67 , was booked on a charge of leaving the scene of a fatal accident ."
