id,label,prediction,probability,input_text
13,1,0,0.8064458966255188,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . "
26,0,1,0.6901614665985107,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . "
28,0,1,0.5396430492401123,"it 's a cookie-cutter movie , a cut-and-paste job . "
33,0,1,0.7406477928161621,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . "
37,0,1,0.7808849811553955,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . "
42,1,0,0.6850554347038269,the subtle strength of `` elling '' is that it never loses touch with the reality of the grim situation . 
45,0,1,0.7140588760375977,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . 
46,0,1,0.5042239427566528,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . 
50,0,1,0.8652949333190918,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . "
57,0,1,0.5954078435897827,the cold turkey would 've been a far better title . 
62,1,0,0.77848219871521,the primitive force of this film seems to bubble up from the vast collective memory of the combatants . 
64,0,1,0.714646577835083,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . "
69,0,1,0.6445414423942566,"this one is definitely one to skip , even for horror movie fanatics . "
70,0,1,0.8196941614151001,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . "
83,1,0,0.9303017258644104,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . "
87,1,0,0.6147799491882324,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters 
88,1,0,0.6287147998809814,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . 
89,1,0,0.640776515007019,"we know the plot 's a little crazy , but it held my interest from start to finish . "
93,1,0,0.5716513395309448,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . 
95,0,1,0.9063814878463745,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . 
101,0,1,0.5029333233833313,"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . "
106,1,0,0.8355863094329834,the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . 
112,1,0,0.9752134680747986,hilariously inept and ridiculous . 
115,0,1,0.8930630087852478,sam mendes has become valedictorian at the school for soft landings and easy ways out . 
118,0,1,0.7715813517570496,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
121,0,1,0.6856200098991394,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so 
123,1,0,0.8295871615409851,turns potentially forgettable formula into something strangely diverting . 
136,0,1,0.8371682167053223,looks and feels like a project better suited for the small screen . 
145,0,1,0.6502506732940674,the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . 
149,1,0,0.5033072233200073,"the volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-hollywood that it seems positively french in its rhythms and resonance . "
172,1,0,0.7994418144226074,it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . 
175,1,0,0.8679832220077515,"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . "
180,0,1,0.5963040590286255,"unfortunately , it 's not silly fun unless you enjoy really bad movies . "
183,0,1,0.8827487826347351,"the lower your expectations , the more you 'll enjoy it . "
186,1,0,0.6284675598144531,"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . "
192,1,0,0.612568736076355,"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . "
193,1,0,0.5145392417907715,"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . "
194,1,0,0.7661394476890564,"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life . "
195,1,0,0.626544177532196,my thoughts were focused on the characters . 
201,1,0,0.6104868054389954,"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat . "
205,1,0,0.7878088355064392,falls neatly into the category of good stupid fun . 
213,0,1,0.5638435482978821,"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . "
215,1,0,0.6701819896697998,"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . "
218,0,1,0.987585186958313,"all that 's missing is the spontaneity , originality and delight . "
