id,label,prediction,probability,input_text
13,1,0,0.9591246843338013,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . "
22,0,1,0.9929221868515015,holden caulfield did it better . 
64,0,1,0.5770497918128967,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . "
69,0,1,0.8048584461212158,"this one is definitely one to skip , even for horror movie fanatics . "
83,1,0,0.976266622543335,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . "
87,1,0,0.9950810670852661,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters 
92,0,1,0.9981934428215027,"you wo n't like roger , but you will quickly recognize him . "
95,0,1,0.9985993504524231,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . 
112,1,0,0.9976316690444946,hilariously inept and ridiculous . 
115,0,1,0.959362804889679,sam mendes has become valedictorian at the school for soft landings and easy ways out . 
118,0,1,0.9579629898071289,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
121,0,1,0.9979991316795349,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so 
135,0,1,0.7522313594818115,"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . "
142,1,0,0.9837985038757324,what better message than ` love thyself ' could young women of any size receive ? 
145,0,1,0.7993819117546082,the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . 
158,0,1,0.967176616191864,"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . "
171,0,1,0.9957923889160156,rarely has leukemia looked so shimmering and benign . 
183,0,1,0.9954628348350525,"the lower your expectations , the more you 'll enjoy it . "
184,0,1,0.9599940180778503,"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . "
190,0,1,0.8777734637260437,"try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' "
195,1,0,0.8699116706848145,my thoughts were focused on the characters . 
218,0,1,0.8873679041862488,"all that 's missing is the spontaneity , originality and delight . "
230,1,0,0.6050902605056763,reign of fire looks as if it was made without much thought -- and is best watched that way . 
248,1,0,0.9814410209655762,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . "
253,0,1,0.7889940142631531,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . "
266,1,0,0.9894902110099792,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . "
271,1,0,0.9827966690063477,as unseemly as its title suggests . 
273,1,0,0.9605493545532227,"minority report is exactly what the title indicates , a report . "
274,0,1,0.9981281161308289,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . "
282,1,0,0.9579103589057922,"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer "
292,0,1,0.9978552460670471,the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . 
301,0,1,0.8560925126075745,"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . "
312,0,1,0.995220959186554,i 'll bet the video game is a lot more fun than the film . 
324,1,0,0.9847568869590759,"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . "
356,0,1,0.9953924417495728,"jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . "
358,1,0,0.9319278597831726,( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . 
382,0,1,0.9748825430870056,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . 
385,0,1,0.5859418511390686,"while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these . "
395,0,1,0.9764259457588196,another in-your-face wallow in the lower depths made by people who have never sung those blues . 
399,0,1,0.9928908348083496,"if director michael dowse only superficially understands his characters , he does n't hold them in contempt . "
405,0,1,0.5615938901901245,"outer-space buffs might love this film , but others will find its pleasures intermittent . "
411,0,1,0.9839174747467041,"i do n't mind having my heartstrings pulled , but do n't treat me like a fool . "
446,0,1,0.9972655773162842,"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . "
