id,label,prediction,probability,input_text
1,0,1,0.5726843476295471,unflinchingly bleak and desperate 
6,0,1,0.6024244427680969,a sometimes tedious film . 
13,1,0,0.5713852643966675,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . "
20,0,1,0.5412437915802002,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . "
22,0,1,0.6125552654266357,holden caulfield did it better . 
33,0,1,0.6038032174110413,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . "
35,0,1,0.5227655172348022,a sequence of ridiculous shoot - 'em - up scenes . 
37,0,1,0.6620357036590576,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . "
45,0,1,0.5122539401054382,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . 
46,0,1,0.8557610511779785,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . 
50,0,1,0.5630183815956116,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . "
58,0,1,0.6879509091377258,manages to be both repulsively sadistic and mundane . 
64,0,1,0.6048980951309204,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . "
70,0,1,0.5907384157180786,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . "
83,1,0,0.563788890838623,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . "
87,1,0,0.5460956692695618,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters 
88,1,0,0.5611199736595154,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . 
90,1,0,0.6429874300956726,"it 's a scattershot affair , but when it hits its mark it 's brilliant . "
92,0,1,0.5801852941513062,"you wo n't like roger , but you will quickly recognize him . "
95,0,1,0.7129115462303162,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . 
96,0,1,0.62612384557724,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . "
97,1,0,0.6208691596984863,"no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . "
101,0,1,0.57967209815979,"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . "
105,0,1,0.5214792490005493,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . "
110,0,1,0.7291934490203857,"scores no points for originality , wit , or intelligence . "
112,1,0,0.5805715322494507,hilariously inept and ridiculous . 
115,0,1,0.8262689709663391,sam mendes has become valedictorian at the school for soft landings and easy ways out . 
118,0,1,0.6222307682037354,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
124,1,0,0.6101898550987244,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . "
130,0,1,0.712489664554596,suffers from the lack of a compelling or comprehensible narrative . 
133,0,1,0.5614383816719055,"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . "
135,0,1,0.523047685623169,"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . "
136,0,1,0.7558944821357727,looks and feels like a project better suited for the small screen . 
