id,label,prediction,probability,input_text
20,0,1,0.6635257601737976,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . "
22,0,1,0.9741345643997192,holden caulfield did it better . 
46,0,1,0.8791047930717468,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . 
50,0,1,0.8706071376800537,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . "
64,0,1,0.6372070908546448,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . "
69,0,1,0.6266745924949646,"this one is definitely one to skip , even for horror movie fanatics . "
70,0,1,0.7901067733764648,"for all its impressive craftsmanship , and despite an overbearing series of third-act crescendos , lily chou-chou never really builds up a head of emotional steam . "
83,1,0,0.9172395467758179,"though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . "
87,1,0,0.7061209678649902,jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters 
93,1,0,0.9862680435180664,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . 
95,0,1,0.9604439735412598,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . 
112,1,0,0.9949615001678467,hilariously inept and ridiculous . 
115,0,1,0.9096864461898804,sam mendes has become valedictorian at the school for soft landings and easy ways out . 
118,0,1,0.972028374671936,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
135,0,1,0.6637815237045288,"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . "
136,0,1,0.723648190498352,looks and feels like a project better suited for the small screen . 
142,1,0,0.7544045448303223,what better message than ` love thyself ' could young women of any size receive ? 
159,1,0,0.5276448130607605,"like leon , it 's frustrating and still oddly likable . "
172,1,0,0.9393948316574097,it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . 
176,0,1,0.5133925676345825,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . "
183,0,1,0.9872603416442871,"the lower your expectations , the more you 'll enjoy it . "
192,1,0,0.6028808355331421,"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . "
194,1,0,0.8896520137786865,"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life . "
196,1,0,0.6056316494941711,"so , too , is this comedy about mild culture clashing in today 's new delhi . "
205,1,0,0.8773496747016907,falls neatly into the category of good stupid fun . 
218,0,1,0.987511396408081,"all that 's missing is the spontaneity , originality and delight . "
230,1,0,0.9337043166160583,reign of fire looks as if it was made without much thought -- and is best watched that way . 
249,1,0,0.541023850440979,huston nails both the glad-handing and the choking sense of hollow despair . 
253,0,1,0.5977163910865784,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . "
266,1,0,0.7374579906463623,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . "
271,1,0,0.9817659854888916,as unseemly as its title suggests . 
273,1,0,0.6470530033111572,"minority report is exactly what the title indicates , a report . "
282,1,0,0.9490227103233337,"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer "
284,0,1,0.7293565273284912,directed in a paint-by-numbers manner . 
292,0,1,0.8336682915687561,the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . 
312,0,1,0.9434565305709839,i 'll bet the video game is a lot more fun than the film . 
323,1,0,0.8725547790527344,a painfully funny ode to bad behavior . 
324,1,0,0.7407404184341431,"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . "
354,1,0,0.9192624092102051,"the film is quiet , threatening and unforgettable . "
358,1,0,0.8429158329963684,( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . 
375,1,0,0.9778301119804382,we have n't seen such hilarity since say it is n't so ! 
379,0,1,0.629323422908783,tries to add some spice to its quirky sentiments but the taste is all too familiar . 
422,1,0,0.8363837003707886,"it moves quickly , adroitly , and without fuss ; it does n't give you time to reflect on the inanity -- and the cold war datedness -- of its premise . "
449,0,1,0.6197991967201233,oh come on . 
477,0,1,0.6031644940376282,a tv style murder mystery with a few big screen moments ( including one that seems to be made for a different film altogether ) . 
478,0,1,0.7270556092262268,a by-the-numbers patient/doctor pic that covers all the usual ground 
489,0,1,0.724834144115448,"it 's dumb , but more importantly , it 's just not scary . "
501,1,0,0.9277536273002625,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . "
509,1,0,0.570567786693573,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . 
513,0,1,0.9244486689567566,"care deftly captures the wonder and menace of growing up , but he never really embraces the joy of fuhrman 's destructive escapism or the grace-in-rebellion found by his characters . "
517,1,0,0.5511333346366882,"not far beneath the surface , this reconfigured tale asks disturbing questions about those things we expect from military epics . "
519,0,1,0.9938507080078125,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . 
527,0,1,0.9124107956886292,it has all the excitement of eating oatmeal . 
543,0,1,0.934411346912384,"for each chuckle there are at least 10 complete misses , many coming from the amazingly lifelike tara reid , whose acting skills are comparable to a cardboard cutout . "
544,0,1,0.9816131591796875,"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . "
546,1,0,0.903560221195221,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . "
575,0,1,0.7349309325218201,"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . "
579,0,1,0.5509151220321655,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . "
580,0,1,0.9334315061569214,"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . "
604,0,1,0.8678556680679321,vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . 
643,1,0,0.8234359622001648,"the jabs it employs are short , carefully placed and dead-center . "
645,0,1,0.6077654361724854,"the words , ` frankly , my dear , i do n't give a damn , ' have never been more appropriate . "
646,0,1,0.6672223806381226,"the longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes . "
656,1,0,0.9801581501960754,"so much facile technique , such cute ideas , so little movie . "
673,1,0,0.8515785336494446,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why . "
685,1,0,0.9601059556007385,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes . 
692,0,1,0.6366159319877625,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . "
695,0,1,0.7743218541145325,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . "
697,1,0,0.8030432462692261,not since tom cruise in risky business has an actor made such a strong impression in his underwear . 
699,1,0,0.9214549660682678,"... routine , harmless diversion and little else . "
724,0,1,0.8801349997520447,it 's everything you do n't go to the movies for . 
728,1,0,0.6161726713180542,"but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck . "
735,0,1,0.6512972116470337,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . 
741,1,0,0.6549129486083984,but it still jingles in the pocket . 
749,1,0,0.5599588751792908,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . 
760,1,0,0.6271442770957947,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . "
764,0,1,0.6414157152175903,"movie fans , get ready to take off ... the other direction . "
771,0,1,0.5730888843536377,"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . "
791,0,1,0.9520407319068909,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . "
805,0,1,0.7039750218391418,"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . "
812,1,0,0.971379816532135,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . 
827,0,1,0.9411895871162415,"the movie , directed by mick jackson , leaves no cliche unturned , from the predictable plot to the characters straight out of central casting . "
829,0,1,0.7602415084838867,teen movies have really hit the skids . 
832,0,1,0.9073605537414551,manages to show life in all of its banality when the intention is quite the opposite . 
840,0,1,0.8440810441970825,"what is 100 % missing here is a script of even the most elemental literacy , an inkling of genuine wit , and anything resembling acting . "
846,0,1,0.846835732460022,"an absurdist comedy about alienation , separation and loss . "
862,0,1,0.9905863404273987,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . "
867,0,1,0.9100348949432373,has all the depth of a wading pool . 
870,0,1,0.6185958385467529,... is an arthritic attempt at directing by callie khouri . 
