id,label,prediction,probability,input_text
1,0,1,0.5607457160949707,unflinchingly bleak and desperate 
4,0,1,0.5147746205329895,"it 's slow -- very , very slow . "
6,0,1,0.6023826599121094,a sometimes tedious film . 
9,0,1,0.5783933401107788,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . "
11,0,1,0.5642937421798706,"it takes a strange kind of laziness to waste the talents of robert forster , anne meara , eugene levy , and reginald veljohnson all in the same movie . "
12,0,1,0.5322604179382324,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... 
20,0,1,0.5637320280075073,"pumpkin takes an admirable look at the hypocrisy of political correctness , but it does so with such an uneven tone that you never know when humor ends and tragedy begins . "
22,0,1,0.5332427024841309,holden caulfield did it better . 
26,0,1,0.5692163705825806,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . "
31,0,1,0.5302139520645142,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . "
33,0,1,0.6035184264183044,"if the movie succeeds in instilling a wary sense of ` there but for the grace of god , ' it is far too self-conscious to draw you deeply into its world . "
35,0,1,0.6219117641448975,a sequence of ridiculous shoot - 'em - up scenes . 
37,0,1,0.6485626697540283,"( w ) hile long on amiable monkeys and worthy environmentalism , jane goodall 's wild chimpanzees is short on the thrills the oversize medium demands . "
45,0,1,0.5444617867469788,it offers little beyond the momentary joys of pretty and weightless intellectual entertainment . 
46,0,1,0.6541126370429993,a synthesis of cliches and absurdities that seems positively decadent in its cinematic flash and emptiness . 
49,0,1,0.509783148765564,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . 
54,0,1,0.573882520198822,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises 
56,0,1,0.5191174745559692,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . 
57,0,1,0.5162432193756104,the cold turkey would 've been a far better title . 
58,0,1,0.6035175919532776,manages to be both repulsively sadistic and mundane . 
59,0,1,0.5074008703231812,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . "
64,0,1,0.5178515315055847,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . "
69,0,1,0.5114510655403137,"this one is definitely one to skip , even for horror movie fanatics . "
