id,label,prediction,probability,input_text
13,1,0,0.7662401795387268,"we root for ( clara and paul ) , even like them , though perhaps it 's an emotion closer to pity . "
22,0,1,0.959916889667511,holden caulfield did it better . 
69,0,1,0.9459415674209595,"this one is definitely one to skip , even for horror movie fanatics . "
92,0,1,0.9980555772781372,"you wo n't like roger , but you will quickly recognize him . "
93,1,0,0.6723085641860962,if steven soderbergh 's ` solaris ' is a failure it is a glorious failure . 
95,0,1,0.9989176988601685,this riveting world war ii moral suspense story deals with the shadow side of american culture : racial prejudice in its ugly and diverse forms . 
115,0,1,0.7870272397994995,sam mendes has become valedictorian at the school for soft landings and easy ways out . 
118,0,1,0.9973039627075195,every nanosecond of the the new guy reminds you that you could be doing something else far more pleasurable . 
142,1,0,0.9463109970092773,what better message than ` love thyself ' could young women of any size receive ? 
171,0,1,0.8867160677909851,rarely has leukemia looked so shimmering and benign . 
172,1,0,0.8282365798950195,it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . 
183,0,1,0.998908519744873,"the lower your expectations , the more you 'll enjoy it . "
218,0,1,0.5798667669296265,"all that 's missing is the spontaneity , originality and delight . "
230,1,0,0.9948300719261169,reign of fire looks as if it was made without much thought -- and is best watched that way . 
248,1,0,0.8487041592597961,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . "
253,0,1,0.6735654473304749,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . "
266,1,0,0.9652389287948608,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . "
271,1,0,0.9980079531669617,as unseemly as its title suggests . 
273,1,0,0.9812235832214355,"minority report is exactly what the title indicates , a report . "
282,1,0,0.9990635514259338,"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer "
312,0,1,0.8242577314376831,i 'll bet the video game is a lot more fun than the film . 
324,1,0,0.6964871883392334,"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . "
358,1,0,0.9871742725372314,( d ) oes n't bother being as cloying or preachy as equivalent evangelical christian movies -- maybe the filmmakers know that the likely audience will already be among the faithful . 
399,0,1,0.9939460158348083,"if director michael dowse only superficially understands his characters , he does n't hold them in contempt . "
411,0,1,0.9791371822357178,"i do n't mind having my heartstrings pulled , but do n't treat me like a fool . "
446,0,1,0.9245221018791199,"with its dogged hollywood naturalism and the inexorable passage of its characters toward sainthood , windtalkers is nothing but a sticky-sweet soap . "
447,1,0,0.8853676319122314,"generally , clockstoppers will fulfill your wildest fantasies about being a different kind of time traveler , while happily killing 94 minutes . "
464,1,0,0.9493579864501953,intriguing documentary which is emotionally diluted by focusing on the story 's least interesting subject . 
494,0,1,0.9572713375091553,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . "
501,1,0,0.9947530031204224,"harrison 's flowers puts its heart in the right place , but its brains are in no particular place at all . "
509,1,0,0.9068589806556702,a movie that successfully crushes a best selling novel into a timeframe that mandates that you avoid the godzilla sized soda . 
519,0,1,0.9991508722305298,moretti 's compelling anatomy of grief and the difficult process of adapting to loss . 
527,0,1,0.8845778107643127,it has all the excitement of eating oatmeal . 
544,0,1,0.9994599223136902,"although huppert 's intensity and focus has a raw exhilaration about it , the piano teacher is anything but fun . "
546,1,0,0.9940441250801086,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . "
561,1,0,0.9475167393684387,"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . "
579,0,1,0.9636057019233704,"every dance becomes about seduction , where backstabbing and betrayals are celebrated , and sex is currency . "
580,0,1,0.9752641916275024,"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . "
604,0,1,0.9849698543548584,vera 's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them . 
626,1,0,0.8210152387619019,this flick is about as cool and crowd-pleasing as a documentary can get . 
643,1,0,0.6284542083740234,"the jabs it employs are short , carefully placed and dead-center . "
645,0,1,0.8842921853065491,"the words , ` frankly , my dear , i do n't give a damn , ' have never been more appropriate . "
646,0,1,0.9967045187950134,"the longer the movie goes , the worse it gets , but it 's actually pretty good in the first few minutes . "
656,1,0,0.9893258810043335,"so much facile technique , such cute ideas , so little movie . "
670,0,1,0.7780850529670715,verbinski implements every hack-artist trick to give us the ooky-spookies . 
673,1,0,0.9790439605712891,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why . "
685,1,0,0.9859482049942017,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes . 
695,0,1,0.9956201910972595,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . "
699,1,0,0.993010938167572,"... routine , harmless diversion and little else . "
707,0,1,0.9529105424880981,no telegraphing is too obvious or simplistic for this movie . 
724,0,1,0.996356725692749,it 's everything you do n't go to the movies for . 
736,0,1,0.9907974004745483,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . 
741,1,0,0.9387402534484863,but it still jingles in the pocket . 
764,0,1,0.9956327080726624,"movie fans , get ready to take off ... the other direction . "
770,0,1,0.7163521647453308,i do n't think i laughed out loud once . 
771,0,1,0.9976456761360168,"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . "
791,0,1,0.9988911747932434,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . "
812,1,0,0.9618907570838928,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . 
